date,product_id,product_name,location,demand,inventory,cost,lead_time
2024-05-03,LAP-100,Laptop,Marrakesh,54,70,814.79,5
2023-12-03,HDD-100,Hard Drive,Marrakesh,32,55,81.47,7
2025-02-15,TAB-100,Tablet,Agadir,25,72,285.89,3
2023-11-10,SSD-100,SSD,Marrakesh,48,89,117.76,7
2024-02-02,MS-200,Mouse,Casablanca,24,56,19.07,10
2024-04-02,TAB-200,Tablet,Marrakesh,24,24,313.32,5
2024-05-13,PRT-200,Printer,Fes,6,45,150.07,3
2025-03-19,NC-100,Network Card,Oujda,12,26,38.67,10
2023-08-30,PRT-100,Printer,Casablanca,19,14,155.39,7
2024-11-29,CPU-100,Processor,Agadir,25,30,246.01,3
2024-05-01,NC-100,Network Card,Fes,12,44,39.93,5
2024-07-19,KB-100,Keyboard,Casablanca,18,38,30.43,7
2024-06-01,MS-200,Mouse,Agadir,22,13,20.17,14
2023-10-12,TAB-100,Tablet,Agadir,30,19,298.14,3
2025-06-15,MS-200,Mouse,Meknes,37,53,19.79,10
2024-10-11,MON-100,Monitor,Meknes,31,33,194.0,7
2023-12-11,TAB-200,Tablet,Agadir,13,3,303.14,5
2024-12-20,KB-100,Keyboard,Marrakesh,22,70,29.33,3
2024-12-01,CPU-100,Processor,Oujda,21,2,250.75,3
2025-03-15,MB-200,Motherboard,Agadir,11,0,155.51,3
2023-09-06,PSU-100,Power Supply,Oujda,7,6,69.88,7
2024-02-19,PHN-100,Smartphone,Agadir,66,62,612.71,7
2024-09-12,HDD-100,Hard Drive,Oujda,72,70,79.32,7
2024-03-29,MON-100,Monitor,Casablanca,31,35,198.03,5
2024-11-28,KB-100,Keyboard,Rabat,25,24,28.88,7
2023-09-01,MS-100,Mouse,Meknes,39,71,20.64,7
2024-02-01,SSD-100,SSD,Marrakesh,46,36,114.23,14
2023-11-04,TAB-200,Tablet,Agadir,12,36,299.42,14
2023-08-06,MON-100,Monitor,Tanger,27,22,207.13,7
2024-10-04,PRT-200,Printer,Marrakesh,15,0,156.79,3
2025-01-03,PHN-100,Smartphone,Marrakesh,52,94,603.77,7
2025-06-18,PSU-100,Power Supply,Rabat,6,45,71.19,5
2024-01-29,MS-100,Mouse,Marrakesh,41,82,19.35,10
2024-01-17,GPU-100,Graphics Card,Meknes,17,38,480.46,10
2023-12-28,NC-100,Network Card,Rabat,8,8,40.99,14
2024-05-07,GPU-100,Graphics Card,Fes,8,0,502.76,3
2023-08-18,TAB-100,Tablet,Rabat,47,76,287.75,14
2025-03-06,GPU-200,Graphics Card,Agadir,16,11,496.75,14
2025-05-16,KB-100,Keyboard,Rabat,18,0,29.91,5
2024-07-09,KB-100,Keyboard,Agadir,41,53,29.41,14
2024-12-11,RAM-100,Memory Module,Agadir,30,15,95.92,7
2025-05-14,MB-100,Motherboard,Meknes,20,3,152.45,14
2023-10-08,MS-200,Mouse,Agadir,41,29,20.85,7
2024-09-25,MB-200,Motherboard,Oujda,8,0,150.62,7
2025-02-23,GPU-200,Graphics Card,Marrakesh,19,14,491.83,14
2024-02-27,SSD-100,SSD,Fes,22,26,114.15,3
2024-04-12,LAP-200,Laptop,Meknes,34,84,809.46,5
2023-09-03,LAP-300,Laptop,Agadir,36,29,779.52,7
2024-10-27,TAB-200,Tablet,Rabat,17,5,306.46,3
2024-06-20,HDD-100,Hard Drive,Agadir,48,91,82.19,14
2024-05-22,SSD-100,SSD,Tanger,48,44,116.79,5
2024-03-19,CPU-100,Processor,Marrakesh,30,20,242.36,3
2024-04-28,RAM-100,Memory Module,Meknes,11,0,102.64,3
2025-05-26,PHN-200,Smartphone,Tanger,115,133,615.24,3
2023-11-26,TAB-200,Tablet,Fes,20,57,308.67,10
2025-03-24,PRT-200,Printer,Rabat,16,21,150.72,5
2023-11-26,PRT-200,Printer,Tanger,14,18,155.18,14
2024-06-03,PSU-100,Power Supply,Agadir,8,29,71.01,14
2024-09-14,CPU-100,Processor,Tanger,20,62,255.56,7
2023-11-15,KB-100,Keyboard,Meknes,27,70,29.73,14
2024-03-09,TAB-200,Tablet,Casablanca,9,26,306.65,7
2025-05-31,CPU-100,Processor,Rabat,13,39,251.35,14
2024-10-21,MS-200,Mouse,Oujda,38,21,19.1,14
2023-11-02,HDD-200,Hard Drive,Tanger,44,77,80.47,3
2025-07-03,SSD-100,SSD,Tanger,39,65,116.14,5
2024-04-02,RAM-100,Memory Module,Meknes,22,22,95.58,10
2023-07-29,MS-100,Mouse,Oujda,34,31,19.77,14
2025-02-15,PRT-100,Printer,Tanger,16,23,157.46,7
2025-07-16,RAM-100,Memory Module,Casablanca,4,0,98.98,10
2024-01-13,PRT-100,Printer,Tanger,21,42,156.48,3
2023-10-09,NC-100,Network Card,Casablanca,14,31,40.63,5
2025-07-10,PHN-200,Smartphone,Casablanca,55,62,597.73,14
2024-03-02,PRT-200,Printer,Meknes,12,45,142.82,5
2025-07-10,GPU-100,Graphics Card,Casablanca,10,13,479.32,7
2025-04-27,SSD-100,SSD,Oujda,67,61,117.48,14
2024-08-17,SSD-100,SSD,Casablanca,49,96,114.55,7
2024-05-29,TAB-200,Tablet,Oujda,35,48,289.2,3
2024-11-10,MON-100,Monitor,Casablanca,33,47,204.08,5
2024-08-20,MB-100,Motherboard,Agadir,9,2,144.05,5
2024-11-21,TAB-100,Tablet,Rabat,38,30,293.19,5
2023-12-28,PSU-100,Power Supply,Meknes,10,40,66.65,7
2024-05-06,MON-100,Monitor,Meknes,20,46,192.68,5
2023-09-27,MS-200,Mouse,Meknes,21,48,20.93,10
2023-11-20,HDD-100,Hard Drive,Meknes,42,52,80.2,14
2025-07-03,PRT-200,Printer,Marrakesh,17,43,144.34,14
2024-01-10,RAM-100,Memory Module,Tanger,38,63,99.09,14
2025-02-27,PHN-200,Smartphone,Meknes,94,125,596.36,7
2024-12-01,GPU-100,Graphics Card,Tanger,14,25,477.78,3
2024-03-19,GPU-100,Graphics Card,Casablanca,24,38,500.87,14
2024-01-27,PHN-200,Smartphone,Fes,97,147,578.77,14
2024-07-08,PRT-200,Printer,Tanger,14,58,149.32,3
2024-03-31,KB-100,Keyboard,Oujda,16,45,31.1,3
2025-02-17,MS-200,Mouse,Tanger,34,23,20.49,5
2024-01-09,TAB-200,Tablet,Tanger,21,46,312.28,3
2024-08-11,KB-100,Keyboard,Agadir,24,39,30.73,10
2023-08-17,GPU-200,Graphics Card,Rabat,8,39,516.51,7
2024-02-09,MB-200,Motherboard,Agadir,5,40,154.63,7
2025-07-07,GPU-100,Graphics Card,Fes,13,57,492.49,14
2023-09-29,SSD-100,SSD,Fes,36,29,122.65,3
2023-09-19,SSD-100,SSD,Rabat,69,104,125.06,10
2023-12-05,GPU-100,Graphics Card,Rabat,18,4,477.34,3
2025-02-22,SSD-100,SSD,Fes,26,47,125.89,14
2024-09-20,MS-100,Mouse,Fes,48,77,19.9,14
2025-02-04,MON-100,Monitor,Rabat,17,11,200.6,5
2025-04-27,HDD-100,Hard Drive,Agadir,45,46,78.04,14
2025-05-18,PRT-200,Printer,Marrakesh,9,18,150.98,5
2023-11-28,PSU-100,Power Supply,Casablanca,10,46,68.25,3
2024-05-04,MB-100,Motherboard,Marrakesh,7,27,150.37,5
2023-10-30,MB-200,Motherboard,Fes,11,20,147.19,14
2025-04-22,MB-200,Motherboard,Rabat,15,43,144.67,7
2024-06-27,KB-100,Keyboard,Oujda,18,62,28.72,5
2025-02-03,KB-100,Keyboard,Marrakesh,38,63,29.5,5
2023-08-10,GPU-200,Graphics Card,Casablanca,20,53,499.27,10
2023-12-26,KB-100,Keyboard,Oujda,16,0,30.52,5
2023-08-25,MB-100,Motherboard,Oujda,13,5,155.62,3
2024-07-29,MON-100,Monitor,Agadir,23,40,195.01,7
2023-11-03,MON-100,Monitor,Marrakesh,12,0,196.4,14
2023-08-25,CPU-100,Processor,Tanger,34,54,260.59,14
2024-10-07,RAM-100,Memory Module,Meknes,37,38,98.2,3
2024-04-13,KB-100,Keyboard,Marrakesh,38,41,30.82,5
2025-02-18,KB-100,Keyboard,Tanger,23,6,28.9,10
2024-05-16,CPU-100,Processor,Tanger,16,56,261.7,3
2024-10-03,KB-100,Keyboard,Marrakesh,20,66,31.44,10
2024-02-10,PRT-200,Printer,Fes,20,58,152.29,3
2024-10-23,MS-200,Mouse,Rabat,30,25,19.35,14
2024-07-01,RAM-100,Memory Module,Tanger,64,113,101.06,14
2024-04-11,MON-100,Monitor,Fes,7,40,204.59,5
2024-04-13,CPU-100,Processor,Fes,22,59,242.95,14
2024-03-12,KB-100,Keyboard,Marrakesh,14,0,31.46,14
2025-05-25,PRT-200,Printer,Marrakesh,11,45,153.55,5
2024-07-20,PRT-100,Printer,Tanger,19,9,155.9,7
2024-11-04,LAP-200,Laptop,Fes,72,53,774.68,14
2025-05-11,SSD-100,SSD,Marrakesh,18,63,124.85,10
2024-06-29,HDD-200,Hard Drive,Casablanca,45,29,80.84,5
2024-05-21,SSD-100,SSD,Fes,56,49,117.85,5
2023-11-27,KB-100,Keyboard,Casablanca,35,19,28.83,5
2024-12-26,PRT-100,Printer,Agadir,17,1,157.02,5
2024-06-29,MB-200,Motherboard,Tanger,9,33,143.92,3
2025-05-15,PHN-200,Smartphone,Casablanca,68,79,618.28,14
2024-07-01,HDD-200,Hard Drive,Tanger,16,44,78.15,10
2024-03-18,PRT-200,Printer,Oujda,13,25,157.0,7
2024-10-13,TAB-100,Tablet,Fes,28,35,297.61,10
2025-01-21,LAP-300,Laptop,Marrakesh,62,93,777.09,7
2024-07-16,RAM-100,Memory Module,Oujda,15,30,97.58,14
2023-10-23,PRT-200,Printer,Meknes,20,24,150.65,5
2025-01-22,HDD-100,Hard Drive,Marrakesh,19,56,76.46,7
2024-06-06,NC-100,Network Card,Rabat,6,56,38.4,3
2024-09-02,MB-100,Motherboard,Rabat,16,0,143.37,10
2024-01-27,CPU-100,Processor,Rabat,26,9,251.53,7
2025-02-25,CPU-100,Processor,Oujda,17,59,259.51,5
2024-10-04,PSU-100,Power Supply,Casablanca,10,0,70.84,7
2024-10-11,TAB-200,Tablet,Casablanca,30,11,287.19,14
2025-07-06,MB-200,Motherboard,Tanger,12,25,147.61,10
2024-08-10,CPU-100,Processor,Agadir,20,55,259.12,3
2024-06-16,MON-100,Monitor,Tanger,32,66,209.43,5
2025-01-09,CPU-100,Processor,Fes,17,16,242.22,5
2024-09-10,MON-100,Monitor,Agadir,12,51,206.06,7
2025-06-22,HDD-100,Hard Drive,Tanger,54,82,76.34,14
2024-08-24,KB-100,Keyboard,Oujda,35,65,29.25,10
2023-11-19,MON-100,Monitor,Meknes,25,6,190.56,7
2025-02-17,TAB-100,Tablet,Rabat,41,32,313.32,10
2025-06-28,RAM-100,Memory Module,Casablanca,36,82,96.85,14
2023-12-10,MB-200,Motherboard,Tanger,18,24,152.45,14
2024-07-10,RAM-100,Memory Module,Fes,31,24,96.49,5
2024-06-21,CPU-100,Processor,Meknes,15,41,239.42,3
2024-10-19,HDD-200,Hard Drive,Rabat,24,18,79.49,10
2025-06-27,LAP-200,Laptop,Casablanca,50,93,766.85,3
2024-01-14,KB-100,Keyboard,Meknes,20,12,29.77,14
2023-12-03,NC-100,Network Card,Tanger,10,15,41.56,10
2025-01-07,PHN-200,Smartphone,Meknes,62,81,617.87,14
2023-12-18,PHN-100,Smartphone,Fes,56,97,612.06,5
2024-06-20,PHN-100,Smartphone,Casablanca,75,98,601.93,10
2025-05-27,RAM-100,Memory Module,Rabat,34,62,104.92,7
2023-12-08,LAP-300,Laptop,Oujda,67,70,830.19,10
2024-11-06,HDD-200,Hard Drive,Oujda,8,36,81.11,14
2023-08-30,GPU-100,Graphics Card,Oujda,13,0,523.27,3
2025-02-20,GPU-200,Graphics Card,Casablanca,16,53,517.55,10
2024-10-17,HDD-100,Hard Drive,Meknes,58,101,79.84,3
2024-07-21,MS-200,Mouse,Oujda,41,70,20.92,3
2024-05-02,MS-200,Mouse,Meknes,39,54,19.99,14
2024-03-08,MS-100,Mouse,Casablanca,40,52,20.64,10
2024-11-17,MS-200,Mouse,Casablanca,30,75,20.34,3
2023-11-29,RAM-100,Memory Module,Marrakesh,32,69,97.75,10
2024-09-18,PHN-200,Smartphone,Casablanca,94,94,577.63,3
2025-01-16,PSU-100,Power Supply,Rabat,9,46,72.11,5
2025-07-08,PRT-200,Printer,Marrakesh,10,13,151.04,5
2025-05-19,NC-100,Network Card,Tanger,9,19,38.67,5
2023-12-26,KB-100,Keyboard,Meknes,1,0,29.58,5
2025-02-19,TAB-100,Tablet,Meknes,14,56,313.9,14
2024-06-19,PSU-100,Power Supply,Casablanca,9,26,70.95,5
2025-03-24,PHN-100,Smartphone,Fes,101,92,590.93,3
2024-08-18,SSD-100,SSD,Casablanca,47,63,114.12,14
2023-11-19,MON-100,Monitor,Oujda,29,37,209.45,5
2025-01-27,PRT-100,Printer,Meknes,23,40,142.67,5
2023-12-27,PHN-100,Smartphone,Marrakesh,54,86,618.95,10
2024-04-22,GPU-100,Graphics Card,Oujda,21,34,509.88,7
2025-07-21,TAB-100,Tablet,Rabat,35,64,302.14,14
2025-04-01,RAM-100,Memory Module,Tanger,41,83,100.42,3
2023-10-28,CPU-100,Processor,Rabat,17,63,251.37,5
2023-11-06,SSD-100,SSD,Rabat,35,59,120.87,7
2023-11-21,RAM-100,Memory Module,Marrakesh,20,60,103.16,10
2024-01-13,MS-100,Mouse,Fes,35,78,19.15,7
2025-06-11,PHN-200,Smartphone,Fes,80,107,621.68,10
2023-11-29,TAB-100,Tablet,Meknes,27,37,285.21,14
2025-03-18,GPU-100,Graphics Card,Meknes,20,47,479.17,14
2025-02-15,PSU-100,Power Supply,Oujda,6,14,71.55,3
2024-07-23,NC-100,Network Card,Oujda,8,42,39.2,14
2024-11-02,PHN-100,Smartphone,Tanger,107,135,625.45,3
2024-01-08,PHN-200,Smartphone,Oujda,118,103,619.21,7
2024-12-09,PHN-200,Smartphone,Agadir,71,78,588.02,14
2023-12-30,SSD-100,SSD,Marrakesh,44,37,117.09,3
2024-07-17,PRT-200,Printer,Fes,12,52,144.77,10
2024-12-09,KB-100,Keyboard,Meknes,16,52,29.1,7
2025-03-11,MS-100,Mouse,Meknes,32,76,20.63,7
2024-07-22,LAP-100,Laptop,Casablanca,45,57,800.97,5
2024-06-14,TAB-200,Tablet,Oujda,18,64,299.48,3
2024-03-17,NC-100,Network Card,Meknes,8,5,38.83,3
2025-03-26,RAM-100,Memory Module,Tanger,57,96,101.04,3
2023-10-14,LAP-100,Laptop,Agadir,77,119,805.56,5
2024-11-14,PSU-100,Power Supply,Agadir,8,17,72.29,14
2025-05-11,KB-100,Keyboard,Marrakesh,19,44,30.31,3
2025-01-11,PRT-200,Printer,Fes,17,45,157.49,5
2025-02-11,RAM-100,Memory Module,Fes,50,50,98.8,14
2024-09-13,MB-200,Motherboard,Agadir,16,14,155.99,7
2024-10-24,PRT-200,Printer,Fes,7,37,145.62,14
2025-07-11,PRT-200,Printer,Rabat,15,0,150.61,7
2025-02-17,HDD-200,Hard Drive,Oujda,45,37,83.08,3
2025-04-22,TAB-100,Tablet,Tanger,34,56,302.7,7
2024-01-03,LAP-300,Laptop,Marrakesh,40,78,824.85,10
2025-01-22,PSU-100,Power Supply,Casablanca,10,39,68.55,14
2024-09-20,PRT-100,Printer,Fes,3,42,153.31,3
2023-07-31,HDD-200,Hard Drive,Marrakesh,55,93,79.03,10
2023-09-25,MS-200,Mouse,Meknes,21,22,19.82,7
2024-03-13,PSU-100,Power Supply,Rabat,9,14,68.99,10
2025-04-10,SSD-100,SSD,Tanger,39,73,119.83,5
2025-07-05,HDD-200,Hard Drive,Casablanca,38,45,82.49,14
2024-02-17,MON-100,Monitor,Rabat,22,17,190.6,5
2024-03-09,GPU-100,Graphics Card,Tanger,11,33,486.72,7
2024-07-24,GPU-200,Graphics Card,Fes,21,48,495.07,10
2025-05-18,SSD-100,SSD,Casablanca,73,123,115.63,10
2025-03-10,MS-200,Mouse,Oujda,29,31,19.32,3
2024-04-01,KB-100,Keyboard,Meknes,33,50,30.02,7
2024-09-30,SSD-100,SSD,Rabat,65,89,117.93,7
2025-04-03,TAB-200,Tablet,Casablanca,41,35,302.65,14
2024-03-16,KB-100,Keyboard,Marrakesh,30,77,30.38,7
2024-09-15,PSU-100,Power Supply,Rabat,12,6,71.99,3
2024-12-25,SSD-100,SSD,Oujda,66,90,123.83,3
2023-08-17,CPU-100,Processor,Marrakesh,27,55,237.54,5
2025-07-08,MB-200,Motherboard,Casablanca,6,1,154.15,10
2024-10-11,MON-100,Monitor,Oujda,13,63,191.66,3
2024-01-06,PSU-100,Power Supply,Marrakesh,8,50,71.5,3
2023-10-23,TAB-100,Tablet,Oujda,40,23,307.76,10
2023-11-18,CPU-100,Processor,Casablanca,25,11,252.3,10
2025-03-24,TAB-200,Tablet,Meknes,22,71,292.04,7
2025-02-01,HDD-200,Hard Drive,Marrakesh,68,74,83.33,7
2024-01-28,PHN-100,Smartphone,Tanger,103,91,589.72,5
2024-03-02,NC-100,Network Card,Rabat,5,8,38.18,14
2025-03-12,PSU-100,Power Supply,Tanger,9,24,72.32,3
2025-06-01,PRT-200,Printer,Rabat,18,14,154.26,14
2025-05-25,CPU-100,Processor,Fes,26,13,258.09,5
2024-04-17,PRT-200,Printer,Meknes,15,17,155.24,14
2024-05-14,PRT-100,Printer,Agadir,19,46,143.91,14
2023-08-26,MS-100,Mouse,Agadir,16,53,20.44,5
2024-07-09,GPU-200,Graphics Card,Casablanca,14,54,478.24,3
2024-06-29,RAM-100,Memory Module,Meknes,44,35,97.56,14
2024-12-17,GPU-200,Graphics Card,Oujda,22,25,485.62,14
2024-02-12,PSU-100,Power Supply,Casablanca,7,0,68.31,10
2024-08-26,HDD-100,Hard Drive,Agadir,57,103,79.58,14
2023-09-04,CPU-100,Processor,Agadir,8,21,252.63,7
2025-02-11,SSD-100,SSD,Tanger,29,67,118.64,10
2024-09-22,LAP-300,Laptop,Meknes,35,77,820.11,10
2024-12-22,PSU-100,Power Supply,Meknes,8,43,68.59,10
2024-02-13,HDD-100,Hard Drive,Meknes,18,47,80.05,10
2024-03-08,KB-100,Keyboard,Casablanca,28,72,29.07,5
2024-12-17,MON-100,Monitor,Marrakesh,24,20,207.22,10
2023-09-26,PHN-200,Smartphone,Fes,58,66,579.84,5
2025-07-24,CPU-100,Processor,Rabat,32,48,245.33,5
2023-11-22,LAP-300,Laptop,Oujda,41,35,796.51,3
2025-04-25,MON-100,Monitor,Oujda,27,74,192.31,3
2023-12-17,PHN-100,Smartphone,Agadir,62,97,622.39,10
2023-09-22,SSD-100,SSD,Rabat,55,86,119.04,5
2024-09-29,MON-100,Monitor,Meknes,32,39,206.52,3
2024-10-01,TAB-200,Tablet,Meknes,47,47,308.35,3
2025-07-19,MB-100,Motherboard,Tanger,15,27,154.1,7
2023-10-18,LAP-200,Laptop,Fes,58,64,827.16,10
2024-04-25,HDD-100,Hard Drive,Casablanca,66,116,77.64,7
2025-01-12,CPU-100,Processor,Oujda,25,6,241.21,14
2024-05-25,MS-100,Mouse,Agadir,25,53,20.41,3
2025-07-22,SSD-100,SSD,Marrakesh,32,76,116.68,3
2024-08-20,MB-100,Motherboard,Rabat,9,3,155.8,3
2023-09-06,PRT-100,Printer,Agadir,9,28,151.26,10
2023-12-16,PSU-100,Power Supply,Meknes,12,17,72.81,14
2023-10-09,MB-200,Motherboard,Agadir,15,64,156.6,7
2024-11-03,HDD-200,Hard Drive,Meknes,47,27,78.0,14
2024-02-11,RAM-100,Memory Module,Tanger,27,50,103.57,7
2024-01-27,NC-100,Network Card,Rabat,6,27,41.38,3
2024-12-03,SSD-100,SSD,Agadir,56,77,116.4,7
2024-03-18,NC-100,Network Card,Oujda,9,31,41.19,5
2025-04-03,MS-200,Mouse,Meknes,33,50,20.07,7
2025-04-30,SSD-100,SSD,Marrakesh,51,78,125.81,5
2024-04-15,PRT-200,Printer,Tanger,9,0,143.49,3
2024-09-06,PSU-100,Power Supply,Tanger,4,19,72.48,3
2024-12-03,PRT-200,Printer,Fes,13,29,150.45,7
2024-11-23,MB-200,Motherboard,Rabat,7,49,146.3,5
2024-07-15,NC-100,Network Card,Oujda,7,0,38.05,5
2025-03-15,SSD-100,SSD,Rabat,42,77,117.83,14
2024-06-08,RAM-100,Memory Module,Tanger,16,24,100.74,5
2025-04-07,RAM-100,Memory Module,Casablanca,51,75,103.12,5
2024-06-09,PRT-100,Printer,Oujda,18,62,152.28,10
2024-10-31,CPU-100,Processor,Oujda,15,7,248.29,5
2023-09-12,MON-100,Monitor,Fes,35,15,191.99,10
2024-03-10,MON-100,Monitor,Fes,33,20,208.99,14
2023-12-28,SSD-100,SSD,Agadir,47,47,124.67,10
2025-02-27,MB-200,Motherboard,Meknes,16,42,155.12,14
2024-06-23,PRT-100,Printer,Marrakesh,18,24,149.52,7
2025-01-21,HDD-100,Hard Drive,Fes,27,16,77.71,10
2025-03-30,PRT-200,Printer,Agadir,17,0,154.56,14
2025-04-24,SSD-100,SSD,Agadir,43,87,119.88,14
2023-12-19,PRT-100,Printer,Tanger,14,19,156.95,5
2025-05-04,NC-100,Network Card,Agadir,10,54,39.37,7
2024-11-09,HDD-100,Hard Drive,Oujda,39,71,80.84,5
2024-09-25,HDD-200,Hard Drive,Rabat,35,51,82.72,14
2025-05-20,KB-100,Keyboard,Tanger,18,52,29.12,3
2023-09-20,SSD-100,SSD,Casablanca,76,63,123.62,5
2024-07-07,MB-100,Motherboard,Agadir,13,40,147.96,3
2024-01-20,MB-100,Motherboard,Meknes,11,35,145.45,7
2025-01-03,LAP-100,Laptop,Tanger,61,107,804.51,10
2025-03-18,SSD-100,SSD,Oujda,55,38,116.32,3
2024-05-16,GPU-100,Graphics Card,Marrakesh,8,39,501.27,14
2024-05-20,NC-100,Network Card,Tanger,6,4,40.01,10
2025-07-03,HDD-100,Hard Drive,Casablanca,66,108,78.33,10
2023-09-16,PHN-200,Smartphone,Marrakesh,113,126,617.36,7
2024-09-05,KB-100,Keyboard,Casablanca,21,55,30.42,14
2024-08-23,MB-100,Motherboard,Tanger,10,30,150.16,3
2024-04-24,GPU-200,Graphics Card,Tanger,12,23,485.51,14
2025-01-13,CPU-100,Processor,Fes,20,42,246.6,10
2024-01-11,PRT-100,Printer,Meknes,7,51,149.1,3
2024-09-29,NC-100,Network Card,Tanger,5,21,40.4,14
2024-09-26,PRT-100,Printer,Tanger,8,19,153.47,3
2024-12-01,GPU-100,Graphics Card,Rabat,5,13,506.76,7
2024-07-28,MS-100,Mouse,Meknes,26,53,19.21,10
2024-04-03,MB-200,Motherboard,Oujda,15,55,143.34,3
2025-02-20,KB-100,Keyboard,Oujda,18,32,29.3,14
2024-07-24,TAB-200,Tablet,Oujda,42,80,310.32,7
2025-05-11,CPU-100,Processor,Meknes,21,70,241.64,7
2024-03-11,MB-200,Motherboard,Oujda,11,33,153.71,14
2025-02-02,MB-200,Motherboard,Oujda,11,46,155.82,10
2023-12-12,PRT-100,Printer,Agadir,30,45,152.66,10
2024-04-24,GPU-200,Graphics Card,Rabat,17,64,505.57,3
2024-12-24,NC-100,Network Card,Casablanca,10,25,38.66,14
2025-02-20,PRT-100,Printer,Tanger,12,0,147.44,7
2024-09-02,MB-200,Motherboard,Tanger,18,25,156.51,10
2024-08-14,PHN-100,Smartphone,Marrakesh,106,115,610.45,10
2024-07-12,MS-200,Mouse,Meknes,23,52,20.94,10
2023-12-17,MS-200,Mouse,Fes,16,31,20.45,5
2024-12-27,PSU-100,Power Supply,Meknes,15,21,67.93,14
2025-01-16,CPU-100,Processor,Agadir,25,7,248.38,7
2023-09-28,PSU-100,Power Supply,Rabat,12,23,72.75,5
2025-05-07,SSD-100,SSD,Fes,61,93,114.66,7
2023-10-17,MON-100,Monitor,Meknes,29,45,208.93,7
2024-09-05,PSU-100,Power Supply,Rabat,11,9,70.77,14
2025-01-30,PRT-100,Printer,Meknes,16,2,153.37,10
2024-10-21,LAP-300,Laptop,Meknes,40,90,833.67,5
2024-05-25,MB-200,Motherboard,Fes,9,52,153.66,10
2024-09-29,NC-100,Network Card,Casablanca,4,0,38.77,3
2025-01-31,KB-100,Keyboard,Meknes,3,51,29.3,7
2025-02-26,PSU-100,Power Supply,Oujda,13,27,66.97,14
2024-02-01,PHN-100,Smartphone,Fes,131,141,618.14,5
2025-06-12,SSD-100,SSD,Agadir,23,37,118.65,14
2024-01-25,NC-100,Network Card,Oujda,9,15,40.33,5
2025-05-18,TAB-100,Tablet,Agadir,29,69,295.41,10
2025-04-08,KB-100,Keyboard,Meknes,26,55,28.65,10
2023-10-17,MON-100,Monitor,Agadir,27,47,202.78,3
2023-09-03,PHN-200,Smartphone,Fes,68,82,596.39,14
2023-10-09,HDD-200,Hard Drive,Agadir,54,47,81.27,5
2024-09-25,LAP-200,Laptop,Fes,64,70,823.09,14
2025-02-11,TAB-200,Tablet,Oujda,18,28,299.74,3
2024-08-22,MON-100,Monitor,Marrakesh,28,25,202.34,3
2025-06-18,PSU-100,Power Supply,Fes,7,0,72.89,7
2024-03-13,PHN-100,Smartphone,Tanger,125,125,620.12,10
2024-05-15,PHN-100,Smartphone,Marrakesh,101,150,591.16,5
2024-05-04,KB-100,Keyboard,Marrakesh,34,41,29.03,3
2025-01-19,TAB-100,Tablet,Oujda,33,46,289.91,10
2024-12-21,PSU-100,Power Supply,Fes,10,56,69.16,5
2025-04-13,PRT-200,Printer,Meknes,10,51,152.11,14
2024-10-25,KB-100,Keyboard,Rabat,15,29,30.98,14
2023-12-23,LAP-200,Laptop,Tanger,19,63,780.1,10
2023-10-20,MS-200,Mouse,Casablanca,12,23,19.27,5
2024-02-12,GPU-200,Graphics Card,Fes,16,10,510.71,14
2024-07-03,MON-100,Monitor,Meknes,25,51,191.82,10
2025-03-13,HDD-200,Hard Drive,Fes,29,45,79.7,5
2024-02-21,TAB-100,Tablet,Casablanca,22,26,311.78,14
2024-09-13,HDD-100,Hard Drive,Marrakesh,24,30,81.13,14
2023-10-31,RAM-100,Memory Module,Agadir,47,61,95.87,7
2024-10-20,MB-100,Motherboard,Oujda,12,24,152.81,5
2023-10-06,GPU-200,Graphics Card,Rabat,11,52,480.63,3
2024-01-30,MB-200,Motherboard,Rabat,16,23,155.97,5
2024-02-01,PSU-100,Power Supply,Oujda,8,17,71.81,5
2025-05-19,GPU-100,Graphics Card,Rabat,22,34,502.78,7
2025-03-26,NC-100,Network Card,Rabat,8,29,41.79,10
2025-05-16,SSD-100,SSD,Oujda,51,49,118.74,3
2024-08-06,PRT-100,Printer,Fes,11,1,145.15,14
2023-11-27,RAM-100,Memory Module,Marrakesh,51,89,100.32,3
2023-10-26,KB-100,Keyboard,Marrakesh,27,20,30.89,3
2025-05-06,MS-100,Mouse,Tanger,39,59,19.34,10
2025-05-11,MS-200,Mouse,Oujda,47,79,19.26,5
2023-07-31,CPU-100,Processor,Oujda,14,52,251.96,10
2024-12-22,TAB-100,Tablet,Rabat,36,51,306.98,5
2024-06-14,KB-100,Keyboard,Oujda,9,16,28.57,14
2023-12-10,KB-100,Keyboard,Casablanca,21,51,31.03,10
2024-09-14,NC-100,Network Card,Marrakesh,6,33,41.34,5
2024-09-28,CPU-100,Processor,Meknes,12,8,259.88,5
2024-11-10,KB-100,Keyboard,Agadir,38,33,29.72,5
2024-03-26,LAP-300,Laptop,Fes,37,20,777.87,5
2025-05-07,NC-100,Network Card,Tanger,9,16,41.71,14
2024-11-12,GPU-100,Graphics Card,Fes,23,38,485.9,10
2024-05-19,RAM-100,Memory Module,Tanger,37,64,101.67,3
2024-03-04,SSD-100,SSD,Rabat,64,66,118.54,7
2023-12-12,CPU-100,Processor,Rabat,18,50,245.5,3
2024-09-16,TAB-100,Tablet,Casablanca,29,79,308.13,5
